# Generated from https://formulae.brew.sh/api/cask.json
# Updated 2026-09-19; 3165 unique app bundle filenames
# Format: lowercase key<TAB>Homebrew Cask token
0 a.d..app	0-ad
poker copilot.app	poker-copilot
pokerstars.app	pokerstars
polymail.app	polymail
polypane.app	polypane
pomatez.app	pomatez
pomello.app	pomello
pop.app	pop-app
popchar.app	popchar
popclip.app	popclip
popo_mac.app	popo
popsql.app	popsql
portalbox.app	portalbox
portfolioperformance.app	portfolioperformance
porting kit.app	porting-kit
portx.app	portx
positron.app	positron
post haste.app	post-haste
postbox.app	postbox
postgres.app	postgres-app
postico 2.app	postico
postico.app	postico@1
postman agent.app	postman-agent
postman.app	postman
posture pal.app	posture-pal
pot.app	pot
power manager.app	power-manager
powerphotos.app	powerphotos
ppduck3.app	ppduck
pppc utility.app	pppc-utility
ppssppsdl.app	ppsspp-emulator
praat.app	praat
precize.app	precize
preference manager.app	preference-manager
preferencecleaner 2.app	preferencecleaner
preform.app	preform
prefs editor.app	prefs-editor
prepros.app	prepros
presentify.app	presentify
prettyclean.app	prettyclean
pretzel.app	pretzel
principle.app	principle
printopia.app	printopia
prism 11.app	prism
prism launcher.app	prismlauncher
prisma studio.app	prisma-studio
privacynotes.app	privacynotes
privadovpn.app	privadovpn
prizmo.app	prizmo
processing.app	processing
processmonitor.app	processmonitor
processspy.app	processspy
proclaim.app	proclaim
productive.app	productive
profind.app	profind
profit.app	profit
progressive downloader.app	progressive-downloader
projectlibre.app	projectlibre
pronotes.app	pronotes
proscoreboard.app	proscoreboard
protokol.app	protokol
proton drive.app	proton-drive
proton mail bridge.app	proton-mail-bridge
proton mail.app	proton-mail
proton meet.app	proton-meet
proton pass.app	proton-pass
protonvpn.app	protonvpn
protopie.app	protopie
provideoplayer.app	provideoplayer
provisionql.app	provisionql
prowritingaid.app	prowritingaid
proxifier.app	proxifier
proxy audio device settings.app	proxy-audio-device
proxygen.app	proxygen-app
proxyman.app	proxyman
prudent.app	prudent
prusaslicer.app	prusaslicer
psychopy.app	psychopy
psysonic.app	psysonic
publii.app	publii
pulsar.app	pulsar
pulse sms.app	pulse-sms
puremac.app	puremac
pxplay.app	pxplay
pycharm ce.app	pycharm-ce
pycharm oss.app	pycharm-oss
pycharm.app	pycharm
pym player.app	pym-player
pyzo.app	pyzo
qbserve.app	qbserve
qcad.app	qcad
qctools.app	qctools
qdirstat.app	qdirstat
qflipper.app	qflipper
qgis-final-4_2_2.app	qgis
qgis-ltr.app	qgis@ltr
qgroundcontrol.app	qgroundcontrol
qianwen.app	qianwen
qidistudio.app	qidistudio
qlab.app	qlab
qlc+.app	qlc+
qlmarkdown.app	qlmarkdown
qmk toolbox.app	qmk-toolbox
qobuz downloader.app	qobuz-downloader
qobuz.app	qobuz
qq.app	qq
qqlive.app	qqlive
qqmusic.app	qqmusic
qr journal.app	qr-journal
qspace pro.app	qspace-pro
qt design studio.app	qt-design-studio
quakenotch.app	quakenotch
quarkclouddrive.app	quarkclouddrive
quba.app	quba
querious.app	querious
quickbooks 2023.app	quickbooks
quicken.app	quicken
quicklook video.app	quicklook-video
quicksilver.app	quicksilver
quicktune.app	quicktune
quiet.app	quiet
quip.app	quip
quitall.app	quitall
quitter.app	quitter
quo.app	quo
radar.app	radar
radial.app	radial
radiola.app	radiola
radix.app	radix
raiderio.app	raiderio
raindrop.io.app	raindropio
rambox.app	rambox
rancher desktop.app	rancher
rapidapi.app	rapidapi
rapidweaver.app	rapidweaver
raspberry pi imager.app	raspberry-pi-imager
raven reader.app	raven-reader
raw photo processor 64.app	raw-photo-processor
rawtherapee.app	rawtherapee
ray.app	ray
raycast.app	raycast
rayon.app	rayon
raze.app	raze
razorsql.app	razorsql
rclone ui.app	rclone-ui
rcloneview.app	rcloneview
rcmd.app	rcmd
react native debugger.app	react-native-debugger
reactotron.app	reactotron
reader.app	reader
readest.app	readest
readmoo看書.app	readmoreading
readwise_ibooks.app	readwise-ibooks
readyapi-4.2.0.app	readyapi
realm studio.app	mongodb-realm-studio
reamp.app	reamp
reaper.app	reaper
receipts.app	receipts
recents.app	recents
rectangle pro.app	rectangle-pro
rectangle.app	rectangle
recut.app	recut
redis insight.app	redis-insight
redot.app	redot
refine.app	refine
reflect.app	reflect
reflector 2.app	reflector@2
reflector 4.app	reflector
reflex.app	reflex-app
relay.app	relay
remanager.app	remanager
remember the milk.app	remember-the-milk
reminders menubar.app	reminders-menubar
remnote.app	remnote
remote buddy.app	remote-buddy
remote desktop manager.app	remote-desktop-manager
remote wake up.app	remote-wake-up
remotehamradio.app	remotehamradio
remoteviewer.app	remoteviewer
remove.bg.app	removebg
renameclick.app	renameclick
renamer.app	renamer
repetier-host mac.app	repetier-host
replacicon.app	replacicon
replayweb.page.app	replaywebpage
replicator.app	replicator
replit.app	replit
repo prompt.app	repo-prompt
repobar.app	repobar
reqable.app	reqable
requestly.app	requestly
rescuetime.app	rescuetime
resilio sync.app	resilio-sync
resolutionator.app	resolutionator
responsivelyapp.app	responsively
restfox.app	restfox
restic-browser.app	restic-browser
restream chat.app	restream-chat
retcon.app	retcon
retrace.app	retrace
retro virtual machine 2.1.app	retro-virtual-machine
retrobatch.app	retrobatch
retrospective.app	retrospective
reunion 14.app	reunion
reveal.app	reveal
reverso.app	reverso
revisionist.app	revisionist
revolver office.app	revolver-office
revpdf editor.app	revpdf-editor
rewritebar.app	rewritebar
rhino 8.app	rhino-app
ricochet refresh.app	ricochet-refresh
ricoh theta.app	ricoh-theta
rider.app	rider
ridibooks.app	ridibooks
rightfont.app	rightfont
ringcentral for mac.app	ringcentral-phone
rio.app	rio
ripcord.app	ripcord
rippling.app	rippling
rive.app	rive
riverscript client.app	riverscript
riverside studio.app	riverside-studio
rivet.app	rivet
rize.app	rize
rnote.app	rnote
roam research.app	roam-research
roam.app	roam
roaringapps.app	roaringapps
robloxplayer.app	roblox
robloxstudio.app	robloxstudio
robofont.app	robofont
roboform.app	roboform
rocket typist.app	rocket-typist
rocket.app	rocket
rocket.chat.app	rocket-chat
rockxy.app	rockxy
roku_remote_tool.app	roku-remote-tool
roon.app	roon
roonbridge.app	roonbridge
roslynpad.app	roslynpad
rotato.app	rotato
rotki.app	rotki
routine.app	routine
rouvy.app	rouvy
rowboat.app	rowboat
rowmote helper.app	rowmote-helper
rsyncui.app	rsyncui
rubymine.app	rubymine
runelite.app	runelite
runescape.app	runescape
runjs.app	runjs
runtimeviewer.app	runtimeviewer
runway.app	runway
rustcast.app	rustcast
rustdesk.app	rustdesk
rustrover.app	rustrover
sabaki.app	sabaki
sabnzbd.app	sabnzbd
saega.app	saega
safe exam browser.app	safe-exam-browser
sagemath-10-9.app	sage
sakuralauncher.app	sakura
saleae logic.app	saleae-logic
sameboy.app	sameboy
sanesidebuttons.app	sanesidebuttons
satdump.app	satdump
satellite eyes.app	satellite-eyes
satyrn.app	satyrn
sauerbraten.app	sauerbraten
sc menu.app	sc-menu
scapple.app	scapple
scatter.app	scatter
scene maestro.app	scene-maestro
scenebuilder.app	scenebuilder
scenica player.app	scenica-player
scidavis.app	scidavis
scilab-2026.1.0.app	scilab
scoot.app	scoot
scrapp.app	scrapp
scratch 3.app	scratch
screaming frog log file analyser.app	screaming-frog-log-file-analyser
screaming frog seo spider.app	screaming-frog-seo-spider
screen studio.app	screen-studio
screenflick.app	screenflick
screenflow.app	screenflow
screenfocus.app	screenfocus
screenkite.app	screenkite
screenmemory.app	screenmemory
screens assist.app	screens-assist
screens connect.app	screens-connect
scribus-1.7.3.app	scribus@devel
scribus.app	scribus
script debugger.app	script-debugger
script kit.app	script-kit
scrivener.app	scrivener
scroll reverser.app	scroll-reverser
scroll.app	scroll
scrolla.app	scrolla
scrub.app	scrub-utility
sculptor.app	sculptor
scummvm.app	scummvm-app
sdkmanager.app	connectiq-sdk-manager
sdm.app	sdm
seafile client.app	seafile-client
seam.app	seam-app
seamly2d.app	seamly2d
second life viewer.app	second-life-viewer
secretive.app	secretive
securityspy.app	securityspy
seekfast.app	seekfast
sejda pdf desktop.app	sejda-pdf
selfcontrol.app	selfcontrol
send anywhere.app	send-anywhere
sensei.app	sensei
sensiblesidebuttons.app	sensiblesidebuttons
sentinel.app	alienator88-sentinel
sequel ace.app	sequel-ace
serial studio pro.app	serial-studio
serial.app	serial
servatrice.app	cockatrice
server box.app	server-box
serverbuddy.app	serverbuddy
session.app	session
sessionrestore.app	sessionrestore
sessionwatcher.app	sessionwatcher
setapp.app	setapp
shadow pc beta.app	shadow@beta
shadow pc.app	shadow
shadowsocksx-ng-r8.app	shadowsocksx-ng-r
shadowsocksx.app	shadowsocksx
shapes.app	shapes
shapr3d.app	shapr3d
sharemouse.app	sharemouse
sharepod.app	sharepod
shattered pixel dungeon.app	shattered-pixel-dungeon
shearwater cloud.app	shearwater-cloud
shell360.app	shell360
sherlock.app	sherlock-app
shichizip zs.app	shichizip-zs
shichizip.app	shichizip
shield.app	shield
shift.app	shift
shifty.app	shifty
shimo.app	shimo
shop different.app	shop-different
shortcat.app	shortcat
shortcutor.app	shortcutor
shortwave.app	shortwave
shotcut.app	shotcut
shottr.app	shottr
showmeyourhotkeys.app	showmeyourhotkeys
showyedge.app	showyedge
shureplus motiv.app	shureplus-motiv
sidekick.app	onit-sidekick
sidenotes.app	sidenotes
sidequest.app	sidequest
sidex.app	sidex
sigil.app	sigil
sigmaos.app	sigmaos
signal beta.app	signal@beta
signal.app	signal
signet.app	signet
silentknight3.app	silentknight
silhouette studio.app	silhouette-studio
silicon.app	silicon-app
siliconscope.app	siliconscope
silo.app	silo
sim daltonism.app	sim-daltonism
sim genie.app	sim-genie
simpholders_3_0_12.app	simpholders
simple comic.app	simple-comic
simple web server.app	simple-web-server
simpledemviewer.app	simpledemviewer
simplemind pro.app	simplemind
simplenote.app	simplenote
simpletex.app	simpletex
simplex.app	simplex
singlebox.app	singlebox
singlecrystal.app	singlecrystal
sip.app	sip-app
sipgate softphone.app	sipgate-softphone
sipgate.app	sipgate
sirimote.app	sirimote
sitesucker pro.app	sitesucker-pro
sixtyforce.app	sixtyforce
siyuan.app	siyuan
sizeup.app	sizeup
sizzy.app	sizzy
sjmcl.app	sjmcl
sketch beta.app	sketch@beta
sketch.app	sketch
skills-manager.app	skills-manager
skim.app	skim
skint.app	skint
skintm.app	skint
sky.app	sky
slab.app	slab
slashy.app	slashy
sleek.app	sleek-app
slicer.app	slicer
slidepad.app	slidepad
slidepilot.app	slidepilot
slideshower for macos.app	slideshower
slippi dolphin.app	slippi-dolphin
slite.app	slite
sloth.app	sloth
smart converter pro 3.app	smart-converter-pro
smartgit.app	smartgit
smartreporter free.app	smartreporter-free
smartsheet.app	smartsheet
smartsvn.app	smartsvn
smartsynchronize.app	smartsynchronize
smoothcapture.app	smoothcapture
smoothcsv.app	smoothcsv
smoothscroll.app	smoothscroll
smooze pro.app	smooze-pro
sms plus.app	sms-plus
smultron.app	smultron
snagit.app	snagit
snapline.app	snapline
snapmaker luban.app	snapmaker-luban
snapmaker orca.app	snapmaker-orca
snapmotion.app	snapmotion
snapndrag.app	snapndrag
snapzy.app	snapzy
snes9x.app	snes9x
snipaste.app	snipaste
snippety.app	snippety
socialstream.app	socialstream
sococo.app	sococo
soduto.app	soduto
sofa server.app	sofa-server
softorino youtube converter 2.app	softorino-youtube-converter
softraid.app	softraid
sol.app	sol
solvespace.app	solvespace
songkong.app	songkong
sonic 3 air.app	sonic3air
sonic lineup.app	sonic-lineup
sonic pi.app	sonic-pi
sonic visualiser.app	sonic-visualiser
sonos s1 controller.app	sonos-s1-controller
sonos.app	sonos
soqlxplorer.app	soqlxplorer
soulseekqt.app	soulseek
soulver 3.app	soulver
sound control.app	sound-control
sound siphon.app	sound-siphon
soundanchor.app	soundanchor
sourcegit.app	sourcegit
sourcenote.app	sourcenote
sourcetree-beta.app	sourcetree@beta
sourcetree.app	sourcetree
space capsule.app	space-capsule
space rabbit.app	space-rabbit
spacedrive.app	spacedrive
spacejump.app	spacejump
spacelauncher.app	spacelauncher
spaceman.app	spaceman
spacewalker.app	spacewalker
spamsieve.app	spamsieve
spark desktop.app	readdle-spark
spark.app	spark-app
sparkplate.app	sparkplate
sparrow.app	sparrow
sparsity.app	sparsity
spatterlight.app	spatterlight
specter.app	specter
spectra.app	spectra-app
spectrolite.app	spectrolite
speechify voice ai.app	speechify-voice-ai
speedify.app	speedify
spike.app	spike
spires.app	spires
spitfire audio.app	spitfire-audio
splayer.app	splayer
splice.app	splice
spline.app	spline
spokenly.app	spokenly
spotify.app	spotify
spotmenu.app	spotmenu
springtoolsforeclipse.app	springtoolsforeclipse
spundle.app	spundle
spybuster.app	spybuster
sqlectron.app	sqlectron
sqleditor.app	sqleditor
sqlitemanager.app	sqlitemanager
sqlpro for mssql.app	sqlpro-for-mssql
sqlpro for mysql.app	sqlpro-for-mysql
sqlpro for postgres.app	sqlpro-for-postgres
sqlpro for sqlite.app	sqlpro-for-sqlite
sqlpro studio.app	sqlpro-studio
squash.app	squash
squeak6.1-23976-64bit-all-in-one.app	squeak
squidman.app	squidman
ssdreporter.app	ssdreporter-free
ssh config editor.app	ssh-config-editor
stability matrix.app	stability-matrix
stack.app	stack
stand.app	stand
standard notes.app	standard-notes
start.app	start
startupfolder.app	startupfolder
staruml.app	staruml
stash.app	stash
stashpad.app	stashpad
stationtv link.app	stationtv-link
stats.app	stats
status.app	status
stay.app	stay
steam.app	steam
steermouse.app	steermouse
stellarium.app	stellarium
steuermac 2020.app	wiso-steuer-2020
steuermac 2021.app	wiso-steuer-2021
steuermac 2022.app	wiso-steuer-2022
steuermac 2023.app	wiso-steuer-2023
steuermac 2024.app	wiso-steuer-2024
steuermac 2025.app	wiso-steuer-2025
steuermac 2026.app	wiso-steuer-2026
stillcolor.app	stillcolor
stirling pdf.app	stirling-pdf
stockbit.app	stockbit
stoplight studio.app	stoplight-studio
storyboarder.app	storyboarder
stratoshark.app	stratoshark
strawberry.app	strawberry
streamlabs desktop.app	streamlabs
stremioservice.app	stremioservice
stringz.app	stringz
strongvpn.app	strongvpn
structuredlogviewer.app	structuredlogviewer
studio 3t community edition.app	studio-3t-community
studio 3t.app	studio-3t
studio.app	wordpresscom-studio
studiolinkstandalone.app	studiolinkstandalone
subethaedit.app	subethaedit
subler.app	subler
submariner.app	submariner
subsurface.app	subsurface
subtitle edit.app	subtitle-edit
subtitle studio.app	subtitle-studio
sunsama.app	sunsama
supacode.app	supacode
supasidebar.app	supasidebar
supaterm.app	supaterm
super productivity.app	super-productivity
supercollider.app	supercollider
superduper!.app	superduper
superhuman.app	superhuman
superkey.app	superkey
superlist.app	superlist
supernotes.app	supernotes
superset.app	superset
supertuxkart.app	supertuxkart
superwhisper.app	superwhisper
support.app	support
supremo.app	supremo
surfshark.app	surfshark
suspicious package.app	suspicious-package
suuntodm5.app	suuntodm5
svp 4 mac.app	svp
swama.app	swama
sweet home 3d.app	sweet-home3d
swift publisher 5.app	swift-publisher
swift quit.app	swift-quit
swift shift.app	swift-shift
swift.app	swift-im
swiftbar.app	swiftbar
swiftformat for xcode.app	swiftformat-for-xcode
swiftplantumlapp.app	swiftplantumlapp
swiftpm catalog.app	swiftpm-catalog
swifty.app	swifty
swinsian.app	swinsian
swish.app	swish
switch.app	switch
switchhosts.app	switchhosts
switchy.app	switchy
sxitch.app	sxitch
synalyze it! pro.app	synalyze-it-pro
sync-my-l2p.app	sync-my-l2p
sync.app	sync
syncmate.app	syncmate
syncthing.app	syncthing-app
synology chat.app	synology-chat
synology note station client.app	synology-note-station-client
synologyassistant.app	synologyassistant
syntax highlight.app	syntax-highlight
synthesia.app	synthesia
sysex librarian.app	sysex-librarian
systhist.app	systhist
t3 code (alpha).app	t3-code
t3 code (nightly).app	t3-code@nightly
tabby.app	tabby
table tool.app	table-tool
tablecruncher.app	tablecruncher
tableflip.app	tableflip
tablen.app	tablen
tableplus.app	tableplus
tablepro.app	tablepro
tabtab.app	tabtab
tabula.app	tabula
taccy.app	taccy
tad.app	tad
tag editor.app	tageditor
tag.app	tag-app
tagspaces.app	tagspaces
tahoe cache cleaner.app	northern-softworks-cache-cleaner
talon.app	talon
tana outliner.app	tana
tandem.app	tandem
tap forms mac 5.app	tap-forms
taphouse.app	taphouse
tapmap.app	tapmap
tartelet.app	tartelet
taskade.app	taskade
taskbar.app	taskbar
taskexplorer.app	taskexplorer
taskpaper.app	taskpaper
tastytrade.app	tastytrade
tauritavern.app	tauritavern
tcp viewer.app	tcp-viewer
teacode.app	teacode
teambition.app	teambition
teamspeak 3 client.app	teamspeak-client
teamviewermeeting.app	teamviewermeeting
teamviewerqj.app	teamviewer-quickjoin
teamviewerqs.app	teamviewer-quicksupport
teensy.app	teensy
telari.app	telari
telegram a.app	telegram-a
teleport connect.app	teleport-connect
teleport.app	abyssoft-teleport
tella.app	tella
tencent lemon.app	tencent-lemon
tencentdocs.app	tencent-docs
tencentmeeting.app	tencent-meeting
tentacle sync studio.app	tentacle-sync-studio
terax.app	terax
termius beta.app	termius@beta
termius.app	termius
termora.app	termora
testfully.app	testfully
tev.app	tev
tex live utility.app	tex-live-utility
texifier.app	texifier
texmacs.app	texmacs
texshop.app	texshop
textbuddy.app	textbuddy
textexpander.app	textexpander
textgrabber2.app	textgrabber2
textmate.app	textmate
textream.app	textream
texts.app	automattic-texts
textsniper.app	textsniper
textual.app	textual
texturepacker.app	texturepacker
tg pro.app	tg-pro
thangs sync.app	thangs-sync
the archive browser.app	the-archive-browser
the archive.app	the-archive
the battle for wesnoth.app	the-battle-for-wesnoth
the clock.app	the-clock
the unarchiver.app	the-unarchiver
thebrain 15.app	thebrain
thecommander.app	thecommander
thedesk.app	thedesk
theiaide.app	theiaide
themeengine.app	jslegendre-themeengine
there.app	there
thetimemachinemechanic.app	thetimemachinemechanic
thingsmacsandboxhelper.app	thingsmacsandboxhelper
thinlinc client.app	thinlinc-client
thor.app	thor
thorium.app	thorium
thoughtdag.app	thoughtdag
threema beta.app	threema@beta
threema work beta.app	threema-work@beta
threema work.app	threema-work
threema.app	threema
thumbhost3mf.app	thumbhost3mf
thumbsup.app	thumbsup
thunder.app	thunder
thunderbird beta.app	thunderbird@beta
thunderbird daily.app	thunderbird@daily
ti connect ce.app	ti-connect-ce
tickernotch.app	tickernotch
ticktick.app	ticktick
tidal.app	tidal
tiger trade.app	tiger-trade
tigervnc.app	tigervnc
tight studio.app	tight-studio
tikz editor.app	tikz-editor
tiled.app	tiled
tiles.app	tiles
time out.app	time-out
time sink.app	time-sink
timecamp.app	timecamp
timelane.app	timelane
timemachinestatus.app	timemachinestatus
timemator.app	timemator
timescribe.app	timescribe
timeular.app	timeular
timing.app	timing
tinderbox 11.app	tinderbox
tinkerwell.app	tinkerwell
tint.app	tint
tiny player.app	tiny-player
tiny shield.app	tiny-shield
tinymediamanager.app	tinymediamanager
tla+ toolbox.app	tla+-toolbox
tldraw offline.app	tldraw
tm error logger.app	tm-error-logger
tmpdisk.app	tmpdisk
to audio converter.app	to-audio-converter
todoist.app	todoist-app
todometer.app	todometer
tofu.app	tofu
token monitor.app	token-monitor
tolaria.app	tolaria
toneprint.app	toneprint
toolhive.app	toolhive-studio
toolreleases.app	toolreleases
toontown launcher.app	toontown-rewritten
topcat.app	topcat
topnotch.app	topnotch
tor browser alpha.app	tor-browser@alpha
tor browser.app	tor-browser
touchdesigner.app	touchdesigner
touchosc bridge.app	touchosc-bridge
touchosc editor.app	touchosc-editor
touchosc.app	touchosc
touchportal.app	touch-portal
touchswitcher.app	touchswitcher
tower.app	tower
tpvirtual-launcher.app	tpvirtual
tradingview.app	tradingview
trae cn.app	trae-cn
trae.app	trae
trailer.app	trailer
trainerroad.app	trainerroad
transcribe!.app	transcribe
transcribex.app	transcribex
transfer.app	transfer
transmit.app	transmit
transnomino.app	transnomino
treeviewer.app	treeviewer
tresorit.app	tresorit
trex.app	trex
trezor suite.app	trezor-suite
trickster.app	trickster
triggerflo.app	triggerflo
trilium notes.app	trilium-notes
trim enabler.app	trim-enabler
trimmy.app	trimmy
tripmode.app	tripmode
tritium.app	tritium
trivial.app	trivial
tropy.app	tropy
truhu mac desktop.app	truhu
tuna.app	tuna
tunarr.app	tunarr
tunein.app	tunein
tunetag.app	tunetag
tune•instructor.app	tuneinstructor
tungsten edge.app	tungsten-edge
tunnelbear.app	tunnelbear
tuple.app	tuple
turbo boost switcher.app	turbo-boost-switcher
turbotax 2024.app	turbotax-2024
tuta mail.app	tuta-mail
twake desktop.app	twake
twilight.app	zen@twilight
twine.app	twine-app
twist.app	twist
twobird.app	twobird
tyme.app	tyme
typeface.app	typeface
typefully.app	typefully
typeit4me.app	typeit4me
typeless.app	typeless
typewhisper.app	typewhisper
typinator.app	typinator
u.gg.app	ugg
ua connect.app	ua-connect
ua midi control.app	ua-midi-control
ubar.app	ubar
uefitool.app	uefitool
ugit.app	tencent-ugit
uhk agent.app	uhk-agent
ui tars.app	ui-tars
ukelele.app	ukelele
ulaa.app	ulaa
ulbow.app	ulbow
ultdata.app	ultdata
ultimaker cura.app	ultimaker-cura
unclack.app	unclack
unclutter.app	unclutter
understand.app	understand
uniclipboard.app	uniclipboard
unicodechecker.app	unicodechecker
unified remote.app	unified-remote
uninstallpkg.app	uninstallpkg
unipro ugene.app	unipro-ugene
unite.app	unite
universal media server.app	universal-media-server
unnaturalscrollwheels.app	unnaturalscrollwheels
unpkg.app	unpkg
unraid usb creator.app	unraid-usb-creator
unshaky.app	unshaky
unsloth.app	unsloth
updatest.app	updatest
updf.app	updf
upscayl.app	upscayl
usage.app	usage-app
usb overdrive.app	usb-overdrive
usenapp.app	usenapp
usmart trade.app	usmart-trade
utools.app	utools
uubooster.app	uu-booster
valkey admin.app	valkey-admin
vallum.app	vallum
vamiga.app	vamiga
vanilla.app	vanilla
vapor.app	vapor-app
vcam.app	vcamapp
vcmi.app	vcmi
veepn.app	veepn
vellum.app	vellum
vernier graphical analysis.app	vernier-graphical-analysis
vernier spectral analysis.app	vernier-spectral-analysis
vero.app	vero
versatility.app	versatility
versions.app	versions
vesktop.app	vesktop
vesta.app	vesta
vezér.app	vezer
viable.app	viable
viables.app	viables
vibe island.app	vibe-island
vibe notch.app	vibe-notch
vibemeter.app	vibemeter
vibeproxy.app	vibeproxy
viber.app	viber
vibetunnel.app	vibetunnel
vicinae.app	vicinae
videoduke.app	videoduke
videofusion-macos.app	videofusion
vidl.app	vidl
vienna.app	vienna
vimcal.app	vimcal
vimr.app	vimr
vimy.app	vimy
virtualc64.app	virtualc64
virtualhereserveruniversal.app	virtualhereserver
virtualhereuniversal.app	virtualhere
virtualhostx.app	virtualhostx
viscosity.app	viscosity
visit.app	visit
viso.app	viso
visual studio code - insiders.app	visual-studio-code@insiders
visual studio code.app	visual-studio-code
visualboyadvance-m.app	visualboyadvance-m
visualdiffer.app	visualdiffer
visualvm.app	visualvm
vitalsource bookshelf.app	vitalsource-bookshelf
vitamin-r 4.app	vitamin-r
vivaldi snapshot.app	vivaldi@snapshot
vivaldi.app	vivaldi
vivid.app	vivid-app
viz.app	viz
vk calls.app	vk-calls
vk мессенджер.app	vk-messenger
vlc setup.app	vlc-setup
vlc.app	vlc
vlcstreamer.app	vlcstreamer
vmlx.app	vmlx
vocaster hub.app	vocaster-hub
vocevista video pro.app	vocevista-video-pro
vocevista video.app	vocevista-video
voiceink.app	voiceink
voicenotes.app	voicenotes
void.app	void
volanta.app	volanta
volume control.app	volume-control
voodoopad.app	voodoopad
voov meeting.app	voov-meeting
vorssaint.app	vorssaint
vorta.app	vorta
vox.app	vox
vpn tracker 365.app	vpn-tracker-365
vrampro.app	vrampro
vrew.app	vrew
vscodium - insiders.app	vscodium@insiders
vscodium.app	vscodium
vsd viewer.app	vsd-viewer
vsdx annotator.app	vsdx-annotator
vsee.app	vsee
vuescan.app	vuescan
vv.app	vv
vyprvpn.app	vyprvpn
vysor.app	vysor
wacom inkspace app.app	wacom-inkspace
wailbrew.app	wailbrew
wakatime.app	wakatime
waku.app	waku
wallpaper wizard.app	wallpaper-wizard
wallspace.app	wallspace
waltr 2.app	waltr
waltr heic converter.app	waltr-heic-converter
waltr pro.app	waltr-pro
warcraft logs uploader.app	warcraft-logs-uploader
warp.app	warp
warppreview.app	warp@preview
wasabi wallet.app	wasabi-wallet
waterfox.app	waterfox
wave.app	wave
wavebox.app	wavebox
waveforms.app	waveforms
waves central.app	waves-central
wealthfolio.app	wealthfolio
webcatalog.app	webcatalog
webex.app	webex
webkinz.app	webkinz
website watchman.app	website-watchman
website-audit.app	website-audit
webstorm.app	webstorm
webtorrent.app	webtorrent
webull desktop.app	webull
wechat.app	wechat
wechatwebdevtools.app	wechatwebdevtools
weiyun.app	weiyun
whale.app	naver-whale
whalebird.app	whalebird
whatcable.app	whatcable
whatroute.app	whatroute
whichspace.app	whichspace
whimsical.app	whimsical
whisky.app	whisky
whispering.app	whispering
white rabbit.app	white-rabbit
whodb.app	whodb
whyfi.app	whyfi
widgettoggler.app	widgettoggler
wifi explorer.app	wifi-explorer
wifispoof.app	wifispoof
willow voice.app	willow-voice
winbox.app	winbox
windowkeys.app	windowkeys
windows95.app	windows95
wing personal.app	wing-personal
wins.app	wins
winx hd video converter for mac.app	winx-hd-video-converter
winzip.app	winzip
wirecast.app	wirecast
wireshark.app	wireshark-app
wispr flow.app	wispr-flow
witsy.app	witsy
wiznote.app	wiznote
wljs notebook.app	wljs-notebook
wolai.app	wolai
wolfram engine.app	wolfram-engine
wondershare edrawmax.app	wondershare-edrawmax
wondershare filmora mac.app	wondershare-filmora
wondershare uniconverter 17.app	wondershare-uniconverter
wooshy.app	wooshy
wootility.app	wootility
wordpress.com.app	wordpresscom
wordservice.app	wordservice
workbench.app	workbench
workbuddy ai.app	workbuddy-ai
workbuddy.app	workbuddy-cn
workflowy.app	workflowy
workspaces.app	workspaces
wowup-cf.app	wowup-cf
wowup.app	wowup
wox.app	wox
wrike for mac.app	wrike
writemapper.app	writemapper
wrkspace.app	wrkspace
wsl manager.app	wsl-manager
wwdc.app	wwdc
wxmacmolplt.app	wxmacmolplt
x-air-edit.app	x-air-edit
x-swiftformat.app	x-swiftformat
x32-edit.app	x32-edit
xattred.app	xattred
xbar.app	xbar
xca.app	xca
xcodepilot.app	xcodepilot
xcodes.app	xcodes-app
xdeck.app	xdeck
xee³.app	xee
xemu.app	xemu
xiv on mac.app	xiv-on-mac
xkey.app	xkey
xliff editor.app	xliff-editor
xlplayer.app	xlplayer
xmenu.app	xmenu
xmlmind.app	xmlmind-editor
xmplify.app	xmplify
xnapper.app	xnapper
xnconvert.app	xnconvert
xnviewmp.app	xnviewmp
xprocheck.app	xprocheck
xrg.app	xrg
xscope.app	xscope
xtool studio.app	xtool-studio
yacreader.app	yacreader
yacreaderlibrary.app	yacreader
yakit.app	yakit
yam display.app	yam-display
yandex music unofficial.app	yandex-music-unofficial
yandex.app	yandex
yandex.disk.2.app	yandex-disk
yandex.telemost.app	yandextelemost
yate.app	yate
yattee.app	yattee
yealink meeting.app	yealink-meeting
yed.app	yed
yellowdot.app	yellowdot
yep.app	yep
yes24_ebook.app	yes24-ebook
yoink.app	yoink
yojam.app	yojam
yojimbo.app	yojimbo
yousician launcher.app	yousician
youtube to mp3.app	youtube-to-mp3
yt music.app	yt-music
yubico authenticator.app	yubico-authenticator
yubiswitch.app	pallotron-yubiswitch
zalo.app	zalo
zappy.app	zappy
zcode.app	zcode
zed preview.app	zed@preview
zed.app	zed
zedis.app	zedis
zeitgeist.app	zeitgeist
zentty.app	zentty
zeplin.app	zeplin
zerobranestudio.app	zerobranestudio
zettlr.app	zettlr
zight.app	zight
zipic.app	zipic
znote.app	znote
zo.app	zo
zoc9.app	zoc
zoho workdrive.app	zoho-workdrive
zoo design studio.app	zoo-design-studio
